10101
9 , 0, 1528
2.25 , 0, 4363
111.25 , 0, 0
1.25 , 1, 9429
7.75 , 1, 810
1.25 , 1, 9696
4.5 , 1, 3215
11.5 , 1, 5687
8.25 , 1, 416
0.75 , 1, 7509
2.5 , 1, 6034
137.75 , 1, 1
10 , 2, 3420
11.5 , 2, 8860
11.25 , 2, 6489
11.25 , 2, 1168
3.25 , 2, 9836
147.25 , 2, 2
2.5 , 3, 10068
102.5 , 3, 3
1.5 , 4, 2606
1.5 , 4, 7701
7.25 , 4, 3292
1 , 4, 8025
3.25 , 4, 444
10.75 , 4, 8712
3.75 , 4, 8686
10 , 4, 1894
4.75 , 4, 2433
12 , 4, 5928
155.75 , 4, 4
1 , 5, 2761
9 , 5, 8359
7.5 , 5, 4409
2.25 , 5, 4568
7.5 , 5, 8037
127.25 , 5, 5
8 , 6, 7001
0.5 , 6, 6090
1.5 , 6, 7703
7.25 , 6, 1370
2.5 , 6, 8763
9.25 , 6, 2017
4.5 , 6, 4847
3 , 6, 8444
4.5 , 6, 4836
141 , 6, 6
9.75 , 7, 2690
8.25 , 7, 4571
9.75 , 7, 5251
11 , 7, 10064
0.75 , 7, 8568
4.75 , 7, 739
4.5 , 7, 5736
6 , 7, 7456
9.5 , 7, 4164
164.25 , 7, 7
11.5 , 8, 3456
9 , 8, 9420
8 , 8, 25
128.5 , 8, 8
6.5 , 9, 3309
10.25 , 9, 3640
5.25 , 9, 8787
2.25 , 9, 1187
8.25 , 9, 5620
132.5 , 9, 9
9.25 , 10, 4276
6 , 10, 3236
3.5 , 10, 1662
1.25 , 10, 177
1.5 , 10, 8217
10.75 , 10, 2100
132.25 , 10, 10
3 , 11, 5521
10.5 , 11, 407
4.5 , 11, 5144
12 , 11, 1213
7.25 , 11, 5448
0.25 , 11, 7087
137.5 , 11, 11
6.25 , 12, 8879
2 , 12, 8482
108.25 , 12, 12
11.5 , 13, 3985
1.75 , 13, 8288
6.25 , 13, 6294
2.5 , 13, 4118
10 , 13, 4666
1.5 , 13, 5354
5.5 , 13, 8345
1.5 , 13, 677
140.5 , 13, 13
10.75 , 14, 3001
2.25 , 14, 508
113 , 14, 14
8.75 , 15, 2289
5.25 , 15, 277
114 , 15, 15
6.75 , 16, 4550
10.25 , 16, 6401
10.75 , 16, 5792
1.75 , 16, 8419
1.5 , 16, 7702
4 , 16, 727
135 , 16, 16
9.5 , 17, 8012
3.5 , 17, 1632
5.5 , 17, 2732
118.5 , 17, 17
5 , 18, 9901
0.5 , 18, 2947
1.5 , 18, 6812
2.75 , 18, 5008
8.5 , 18, 8064
8.75 , 18, 8670
10.5 , 18, 4012
9.5 , 18, 3789
147 , 18, 18
0.25 , 19, 8668
2.25 , 19, 7588
6 , 19, 1471
4.25 , 19, 2838
1.5 , 19, 4198
7 , 19, 9551
2.25 , 19, 3864
123.5 , 19, 19
5 , 20, 7708
6.25 , 20, 7804
111.25 , 20, 20
1.75 , 21, 8418
7 , 21, 1676
6.75 , 21, 4403
1.25 , 21, 5638
10 , 21, 817
126.75 , 21, 21
7.5 , 22, 5393
1.75 , 22, 691
6.5 , 22, 4237
115.75 , 22, 22
2.25 , 23, 1539
7.75 , 23, 7451
8.25 , 23, 139
7.25 , 23, 4605
125.5 , 23, 23
9.75 , 24, 5578
3.75 , 24, 4783
11 , 24, 8463
124.5 , 24, 24
3.25 , 25, 723
2.75 , 25, 6296
2.75 , 25, 7485
108.75 , 25, 25
11.25 , 26, 2805
1.5 , 26, 7342
112.75 , 26, 26
1.25 , 27, 6624
1.5 , 27, 690
8.75 , 27, 2420
7.75 , 27, 1213
9 , 27, 5034
10.25 , 27, 8445
4.25 , 27, 947
142.75 , 27, 27
9.75 , 28, 789
11.5 , 28, 6733
5.75 , 28, 1869
12 , 28, 23
10.25 , 28, 8065
2.75 , 28, 4981
10.25 , 28, 6360
10.75 , 28, 2144
11.5 , 28, 4128
184.5 , 28, 28
5.75 , 29, 3698
0.75 , 29, 4626
7.75 , 29, 8941
5.75 , 29, 1942
2.5 , 29, 8388
3.25 , 29, 788
125.75 , 29, 29
7.25 , 30, 8073
5 , 30, 737
1.25 , 30, 8612
7.75 , 30, 5899
11.75 , 30, 6310
2 , 30, 6816
0.5 , 30, 5926
11.25 , 30, 5437
146.75 , 30, 30
7.25 , 31, 598
8.25 , 31, 8495
8.5 , 31, 1773
7.25 , 31, 5413
0.75 , 31, 9389
0.75 , 31, 4863
11.25 , 31, 10096
144 , 31, 31
10.5 , 32, 237
11.25 , 32, 2161
121.75 , 32, 32
5.5 , 33, 512
2.5 , 33, 1787
5 , 33, 4648
11.75 , 33, 8091
6 , 33, 3252
5.25 , 33, 3639
3.25 , 33, 6633
4 , 33, 5489
11.5 , 33, 6346
154.75 , 33, 33
3.5 , 34, 5656
10.75 , 34, 5081
7.5 , 34, 1205
9 , 34, 7468
3 , 34, 2661
4 , 34, 6362
1.25 , 34, 6598
5.5 , 34, 9230
2.75 , 34, 8098
10.75 , 34, 1940
158 , 34, 34
12.25 , 35, 3442
9.25 , 35, 2981
4.75 , 35, 364
126.25 , 35, 35
3.25 , 36, 8614
2.5 , 36, 1739
4.75 , 36, 8312
7.5 , 36, 8108
1.5 , 36, 8746
1.5 , 36, 1250
11.5 , 36, 9369
6.75 , 36, 355
139.25 , 36, 36
8.75 , 37, 809
9.25 , 37, 6102
8.5 , 37, 4322
8.25 , 37, 2111
8 , 37, 5877
8 , 37, 5899
4 , 37, 6156
10.75 , 37, 7605
2.25 , 37, 415
3.75 , 37, 4530
171.5 , 37, 37
5.5 , 38, 9115
2 , 38, 3180
5.5 , 38, 10055
1.75 , 38, 8740
1.75 , 38, 9109
1.75 , 38, 2393
