20202
6 , 0, 3777
9.75 , 0, 6031
115.75 , 0, 0
11 , 1, 1624
8 , 1, 17046
2.5 , 1, 13703
6.5 , 1, 1848
6.5 , 1, 4417
5.75 , 1, 1212
8.25 , 1, 4776
4.75 , 1, 8078
153.25 , 1, 1
5.75 , 2, 6634
9 , 2, 1877
10.75 , 2, 7884
9 , 2, 8064
7 , 2, 11929
141.5 , 2, 2
6.75 , 3, 1701
106.75 , 3, 3
6.5 , 4, 1120
1.25 , 4, 16350
4 , 4, 1817
1 , 4, 5141
5.25 , 4, 4331
5.75 , 4, 10142
10.25 , 4, 7628
6.75 , 4, 3612
7.75 , 4, 7263
2.25 , 4, 19333
150.75 , 4, 4
1.5 , 5, 7446
8.75 , 5, 12995
4.25 , 5, 6774
9.75 , 5, 15889
7.25 , 5, 18341
131.5 , 5, 5
1.25 , 6, 19634
1.25 , 6, 8216
2 , 6, 6648
7.25 , 6, 19473
11.75 , 6, 10765
8 , 6, 13424
9.75 , 6, 1855
4 , 6, 2252
3.75 , 6, 11740
149 , 6, 6
4 , 7, 7384
12 , 7, 12433
6.75 , 7, 14733
8.25 , 7, 8842
2.5 , 7, 7383
8.5 , 7, 9211
8.75 , 7, 5861
8 , 7, 7271
10.5 , 7, 2194
169.25 , 7, 7
9.75 , 8, 11908
3.25 , 8, 4199
6.75 , 8, 7485
119.75 , 8, 8
7.75 , 9, 7191
2 , 9, 3095
2.5 , 9, 427
1.5 , 9, 8546
6 , 9, 11729
119.75 , 9, 9
9.5 , 10, 15512
9.25 , 10, 3191
7.25 , 10, 7442
2.5 , 10, 11906
8 , 10, 1254
1.5 , 10, 18240
138 , 10, 10
4 , 11, 13336
9.75 , 11, 1610
2.75 , 11, 15723
11.5 , 11, 16386
7.25 , 11, 4813
6 , 11, 16176
141.25 , 11, 11
1.5 , 12, 11492
1.25 , 12, 9272
102.75 , 12, 12
2.75 , 13, 2583
1.25 , 13, 2779
2.5 , 13, 387
11.25 , 13, 5327
0.75 , 13, 19651
2 , 13, 3359
6.75 , 13, 19385
11.5 , 13, 7990
138.75 , 13, 13
2.5 , 14, 6210
8.5 , 14, 18407
111 , 14, 14
9.75 , 15, 3263
7.25 , 15, 12619
117 , 15, 15
10.5 , 16, 10020
9.5 , 16, 8634
10.5 , 16, 6051
0.75 , 16, 10205
10.25 , 16, 7801
8.5 , 16, 1739
150 , 16, 16
1.75 , 17, 13627
10.75 , 17, 10451
7.5 , 17, 16390
120 , 17, 17
0.5 , 18, 11115
9.5 , 18, 6813
10.5 , 18, 9527
3.75 , 18, 9584
12.25 , 18, 7589
6 , 18, 18632
8.25 , 18, 16993
6 , 18, 3251
156.75 , 18, 18
