1000
-6.68492692798297, 0, 2
-0.244909649181145, 0, 4
-2.72988255266201, 0, 6
-5.88627563033791, 0, 8
-4.69197907446663, 0, 10
-7.88494479958445, 0, 12
-6.19658683515336, 0, 14
-3.35399295583161, 0, 16
-2.41978951513233, 0, 18
-7.39915556623671, 0, 20
-8.04225817889903, 0, 22
-0.128766024716104, 0, 24
-5.7763639417776, 0, 26
-1.66075787728081, 0, 28
-0.893851923207343, 0, 30
-2.94073759332763, 0, 32
-7.10533720704539, 0, 34
-3.67619492842378, 0, 36
-8.70711630783462, 0, 38
-6.14304917590419, 0, 40
-2.14117304355127, 0, 42
-8.2831838357738, 0, 44
-6.389468332737, 0, 46
-0.769634402350854, 0, 48
-4.24430353572787, 0, 50
-3.83592256178388, 0, 52
-1.86154023516435, 0, 54
-7.23878133855822, 0, 56
-2.40631072227721, 0, 58
-7.69546129201425, 0, 60
-1.63907319153975, 0, 62
-7.54549848240041, 0, 64
-3.92033540637423, 0, 66
-1.01687569213738, 0, 68
-7.73876208621317, 0, 70
-6.531390996634, 0, 72
-3.16759030648033, 0, 74
-2.08645996927023, 0, 76
-2.07589126667554, 0, 78
-1.51270393065009, 0, 80
-0.230563753258743, 0, 82
-2.85357857160478, 0, 84
-8.59675433419753, 0, 86
-1.97894838585017, 0, 88
-7.63080161793812, 0, 90
-0.108439787025058, 0, 92
-8.10555132970866, 0, 94
-0.846222731045974, 0, 96
-8.10899798951242, 0, 98
-7.35528145529358, 0, 102
-8.13191467900944, 0, 104
-8.7533603529482, 0, 108
-9.17890746373359, 0, 110
-5.39450914743142, 0, 112
-4.03037001698867, 0, 116
-1.35698765251723, 0, 118
-6.08669538608833, 0, 120
-8.68860939815033, 0, 122
-2.11143675456352, 0, 124
-4.09142066768653, 0, 126
-2.50213610286878, 0, 130
-5.52253971841571, 0, 134
-1.91686730540651, 0, 136
-8.36034469382878, 0, 138
-3.4260267737116, 0, 140
-1.62109448697826, 0, 142
-0.480210080951713, 0, 144
-4.6143943347502, 0, 146
-7.2342622729682, 0, 148
